mesh,total_cpu_k20,total_gpu_k20,total_cpu_p100,total_gpu_p100,total_cpu_v100,total_gpu_v100
64,13.567683219909668,14.278850317001343,10.571307897567749,19.56816077232361,13.164729356765747,22.69822406768799
128,80.72318840026855,94.92807221412659,56.10615301132202,61.38724970817566,52.83716893196106,57.07961916923523
256,455.60113167762756,534.1952610015869,305.88040566444397,352.24071645736694,292.57573223114014,341.03885102272034
384,1364.2029151916504,2013.2440073490143,939.695440530777,1094.8165760040283,874.7467017173767,1001.9878244400024

  
  
  
  
